code,description
67029000,"artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, foliage or fruit, by binding, glueing, fitting into one another or similar methods (excl. of plastics)"
67030000,"human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other textile materials, prepared for use in making wigs or the like (excl. natural plaits of human hair, whether or not washed and degreased, but not otherwise processed)"
67041100,complete wigs of synthetic textile materials
67041900,"false beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials (excl. complete wigs)"
67042000,"wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles of human hair, n.e.s."
67049000,"wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile materials (excl. synthetic textile materials)"
68152000,articles of peat (excl. textile products from peat fibres)
68159100,"articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the form of periclase, dolomite incl. in the form of dolime, or chromite"
68159900,"articles of stone or of other mineral substances, n.e.s."
68151200,"fabrics of carbon fibres, for non-electrical purposes"
68151300,"articles of carbon fibres, for non-electrical purposes (excl. fabrics)"
68151900,"articles of graphite or carbon, for non-electrical purposes (excl. carbon fibres and articles of carbon fibres)"
68151100,carbon fibres
68141000,"plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials, in rolls or merely cut into square or rectangular shapes"
68149000,"worked mica and articles of mica (excl. electrical insulators, insulating fittings, resistors and capacitors, protective goggles of mica and their glasses, mica in the form of christmas tree decorations, and plates, sheets and strips of agglomerated or reconstituted mica, whether or not on supports)"
68132000,"friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers and pads, for clutches and the like, not mounted, containing asbestos, whether or not combined with textile or other materials"
68138100,"brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined with textile or other materials (excl. containing asbestos)"
68138900,"friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers and pads, for clutches and the like, with a basis of mineral substances or cellulose, whether or not combined with textile or other materials (excl. containing asbestos, and brake linings and pads)"
68062010,expanded clays
68062090,"exfoliated vermiculite, foamed slag and similar expanded mineral materials, incl. intermixtures thereof (excl. expanded clays)"
68069000,"mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials (excl. slag-wool, rock-wool and similar mineral wools, exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, articles of light concrete, asbestos-cement, cellulose fibre-cement or the like, mixtures and other articles of or based on asbestos, and ceramic products)"
68061000,"slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets or rolls"
680620,"exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, incl. intermixtures thereof"
68071000,"articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls"
68079000,"articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excl. in rolls)"
68129100,"clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis of asbestos or a basis of asbestos and magnesium carbonate (excl. of crocidolite asbestos)"
681299,"fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos, e.g., yarn, thread, cords, string, woven or knitted fabric, whether or not reinforced (excl. of crocidolite asbestos; clothing, clothing accessories, footwear and headgear; friction material with a basis of asbestos; articles of asbestos-cement)"
68129910,fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate (excl. of crocidolite asbestos)
68129990,"articles of asbestos or of mixtures based on asbestos or asbestos and magnesium carbonate, e.g., yarn, thread, cords, string, woven or knitted fabric, whether or not reinforced (excl. of crocidolite asbestos; fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; clothing, clothing accessories, footwear and headgear; friction material with a basis of asbestos; articles of asbestos-cement)"
681280,"fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with a basis of crocidolite asbestos and magnesium carbonate; articles of such mixtures or of crocidolite asbestos, e.g., thread, woven fabric, clothing, headgear, footwear, gaskets, whether or not reinforced (excl. friction material with a basis of crocidolite asbestos, and articles of crocidolite asbestos-cement)"
68128010,fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with a basis of crocidolite asbestos and magnesium carbonate
68128090,"articles of crocidolite asbestos or of mixtures based on crocidolite asbestos or crocidolite asbestos and magnesium carbonate, e.g., yarn, thread, cords, string, woven or knitted fabric, whether or not reinforced (excl. fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with a basis of crocidolite asbestos and magnesium carbonate; friction material with a basis of crocidolite asbestos; articles of crocidolite asbestos-cement)"
68091100,"boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, faced or reinforced with paper or paperboard only (excl. ornamented and with plaster agglomerated articles for heat-insulation, sound-insulation or sound absorption)"
68091900,"boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster (excl. ornamented, faced or reinforced with paper or paperboard only, and with plaster agglomerated articles for heat-insulation, sound-insulation or sound absorption)"
68099000,"articles of plaster or of compositions based on plaster (excl. plaster bandages for straightening fractures, put up for retail sale; plaster splints for the treatment of fractures; lightweight with plaster agglomerated building boards or articles for heat-insulation, sound-insulation or sound absorption; anatomic and other models for demonstration purposes; non-ornamented boards, sheets, panels, tiles andsimilar articles)"
68109100,"prefabricated structural components for building or civil engineering of cement, concrete or artificial stone, whether or not reinforced"
68109900,"articles of cement, concrete or artificial stone, whether or not reinforced (excl. prefabricated structural components for building or civil engineering, tiles, paving, bricks and the like)"
681011,"building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced"
68101110,"building blocks and bricks, of light concrete with a basis of crushed pumice, granulated slag, etc."
68101190,"building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced (excl. of light concrete with a basis of crushed pumice, granulated slag, etc.)"
68101900,"tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excl. building blocks and bricks)"
68118100,"corrugated sheets of cellulose fibre-cement or the like, not containing asbestos"
68118200,"sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, not containing asbestos (excl. corrugated sheets)"
68118900,"articles of cellulose fibre-cement or the like, not containing asbestos (excl. corrugated and other sheets, panels, tiles and similar articles)"
68114000,"articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos"
68080000,"panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste of wood, agglomerated with cement, plaster or other mineral binders (excl. articles of asbestos-cement, cellulose fibre-cement or the like)"
68010000,"setts, curbstones and flagstones, of natural stone (excl. slate)"
68021000,"tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the like, whether or not rectangular or square, the largest face of which is capable of being enclosed in a square of side of < 7 cm; artificially coloured granules, chippings and powder of natural stone, incl. slate"
68022100,"marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even surface (excl. with a completely or partly planed, sand-dressed, coarsely or finely ground or polished surface, tiles, cubes and similar articles of subheading6802,10, setts, curbstones and flagstones)"
680293,"granite, in any form, polished, decorated or otherwise worked (excl. tiles, cubes and similar articles of subheading680210, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)"
68029310,"granite, in any form, polished, decorated or otherwise worked, but not carved, of a net weight of >= 10 kg (excl. clocks, lamps and lighting fittings and parts thereof, setts, curbstones and flagstones)"
68029390,"granite, in any form, polished, decorated or otherwise worked, of a net weight of < 10 kg; carvings of granite (excl. tiles, cubes and similar articles of subheading680210, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)"
680299,"monumental or building stone, in any form, polished, decorated or otherwise worked (excl. calcareous stone, granite and slate, tiles, cubes and similar articles of subheading680210, articles of fused basalt, articles of natural steatite, ceramically calcined, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)"
68022300,"granite and articles thereof, simply cut or sawn, with a flat or even surface (excl. with a completely or partly planed, sand-dressed, coarsely or finely ground or polished surface, tiles, cubes and similar articles of subheading68021000, setts, curbstones and flagstones)"
68022900,"monumental or building stone and articles thereof, simply cut or sawn, with a flat or even surface (excl. marble, travertine, alabaster, granite and slate, those with a completely or partly planed, sand-dressed, coarsely or finely ground or polished surface, tiles, cubes and similar articles of subheading68021000, setts, curbstones and flagstones)"
68029100,"marble, travertine and alabaster, in any form (excl. tiles, cubes and similar articles of subheading680210, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, buttons, original sculptures and statuary, setts, curbstones and flagstones)"
68029200,"calcareous stone, in any form (excl. marble, travertine and alabaster, tiles, cubes and similar articles of subheading680210, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)"
68029910,"monumental or building stone, in any form, polished, decorated or otherwise worked, but not carved, of a net weight of >= 10 kg (excl. calcareous stone, granite and slate, articles of fused basalt, articles of natural steatite, ceramically calcined, clocks, lamps and lighting fittings and parts thereof, setts, curbstones and flagstones)"
68029990,"monumental or building stone, natural (excl. calcareous stone, granite and slate), in various forms, polished, decorated or otherwise worked, net weight < 10 kg; carved articles of this stone (excl. tiles, cubes and similar articles of subheading680210; setts, curbstones, flagstones; articles of fused basalt and fired steatite; jewellery, clocks, lamps and parts; buttons, chalks, original sculptures, statuary)"
68053000,"natural or artificial abrasive powder or grain, on a base of materials other than woven textile fabric only or paper or paperboard only, whether or not cut to shape, sewn or otherwise made up"
68051000,"natural or artificial abrasive powder or grain, on a base of woven textile fabric only, whether or not cut to shape, sewn or otherwise made up"
68052000,"natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether or not cut to shape, sewn or otherwise made up"
68030010,"roofing and wall slates, worked"
68030090,"worked slate and articles of slate or of agglomerated slate (excl. slate granules, chippings and powder, mosaic cubes and the like, slate pencils, ready-to-use slates or boards with writing or drawing surfaces, and roofing and wall slates)"
680300,"worked slate and articles of slate or of agglomerated slate (excl. slate granules, chippings and powder, mosaic cubes and the like, slate pencils, and ready-to-use slates or boards with writing or drawing surfaces)"
68041000,"millstones and grindstones, without frameworks, for milling, grinding or pulping"
68043000,hand sharpening or polishing stones
68042100,"millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of agglomerated synthetic or natural diamond (excl. hand sharpening or polishing stones, and grinding wheels etc. specifically for dental drill engines)"
680422,"millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of agglomerated abrasives or ceramics (excl. of agglomerated synthetic or natural diamond, hand sharpening or polishing stones, perfumed pumice stones, and grinding wheels etc. specifically for dental drill engines)"
68042212,"millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of artificial abrasives, with binder of synthetic or artificial resin, not reinforced (excl. of agglomerated synthetic or natural diamond, hand sharpening or polishing stones, perfumed pumice stones, and grinding wheels etc. specifically for dental drill engines)"
68042218,"millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of artificial abrasives, with binder of synthetic or artificial resin, reinforced (excl. of agglomerated synthetic or natural diamond, hand sharpening or polishing stones, perfumed pumice stones, and grinding wheels etc. specifically for dental drill engines)"
68042230,"millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of artificial abrasives, with binder of ceramics or silicates (excl. of agglomerated synthetic or natural diamond, hand sharpening or polishing stones, perfumed pumice stones, and grinding wheels etc. specifically for dental drill engines)"
68042250,"millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of artificial abrasives, with binder of other than of synthetic or artificial resin, ceramics or silicates (excl. of agglomerated synthetic or natural diamond, hand sharpening or polishing stones, perfumed pumice stones, and grinding wheels etc. specifically for dental drill engines)"
68042290,"millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of agglomerated natural abrasives or ceramics (excl. of agglomerated synthetic or natural diamond, hand sharpening or polishing stones, perfumed pumice stones, and grinding wheels etc. specifically for dental drill engines)"
68042300,"millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of natural stone (excl. of agglomerated natural abrasives or ceramics, perfumed pumice stones, hand sharpening or polishing stones, and grinding wheels etc. specifically for dental drill engines)"
69039010,"retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods, slide gates and other refractory ceramic goods, containing > 25 to 50% of free carbon (excl. refractory bricks, blocks, tiles and similar refractory ceramic constructional goods)"
69039090,"retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods, slide gates and other refractory ceramic goods (excl. those of siliceous fossil meals or of similar siliceous earths, articles of heading6902, articles containing carbon, alumina or silica of subheading69031000and69039010)"
690320,"retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and other refractory ceramic goods, containing > 50% alumina, or a compound of alumina and silica (excl. refractory bricks, blocks, tiles and similar refractory ceramic constructional goods)"
69032010,"retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and other refractory ceramic goods, containing, by weight, < 45% of alumina and > 50% of silica (excl. refractory bricks, blocks, tiles and similar refractory ceramic constructional goods)"
69032090,"retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and other refractory ceramic goods, containing, by weight, >= 45% of alumina and > 50% of silica (excl. refractory bricks, blocks, tiles and similar refractory ceramic constructional goods)"
690390,"retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods, slide gates and other refractory ceramic goods (excl. those of siliceous fossil meals or similar siliceous earths, those of heading6902, containing > 50% by weight of free carbon or containing > 50% by weight of alumina [al203] or a mixture or compound of alumina and silica [sio2])"
69031000,"retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods, slide gates and other refractory ceramic goods, containing by weight > 50% free carbon (excl. refractory bricks, blocks, tiles and similar refractory ceramic constructional goods)"
69041000,"building bricks (excl. those of siliceous fossil meals or similar siliceous earths, and refractory bricks of heading6902)"
69049000,"ceramic flooring blocks, support or filler tiles and the like (excl. those of siliceous fossil meals or similar siliceous earths, refractory bricks of heading6902, and flags and pavings, hearth and wall tiles of heading6907and6908, and building bricks)"
690220,"refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, by weight, > 50% alumina, silica or a mixture or compound of these products (excl. those of siliceous fossil meals or similar siliceous earths)"
69022010,"refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, by weight, >= 93% silica (excl. those of siliceous fossil meals or similar siliceous earths)"
69022091,"refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, by weight, > 7% but < 45% alumina, but > 50% by weight combined with silica"
69022099,"refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, by weight, > 50% alumina, silica or a mixture or compound of these products (excl. containing, by weight, >= 93% silica, > 7% but < 45% alumina and those of siliceous fossil meals or similar siliceous earths)"
69021000,"refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, by weight, singly or together, > 50% of the elements mg, ca or cr, expressed as mgo, cao or cr2o3"
69029000,"refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excl. containing, by weight, singly or together, > 50% of the elements mg, ca or cr, expressed as mgo, cao or cr2o3, containing, by weight, > 50% alumina, silica or a mixture or compound of these products and those of siliceous fossil meals or similar siliceous earths)"
69010000,"bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite or diatomite, or of similar siliceous earths"
69120021,"tableware and kitchenware, of common pottery (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
69120023,"tableware and kitchenware, of stoneware (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
69120025,"tableware and kitchenware, of earthenware or fine pottery (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
69120029,"tableware and kitchenware, of ceramics other than porcelain, china, common pottery, stoneware, earthenware or fine pottery (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
69120081,"household articles and toilet articles, of common pottery (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
69120083,"household articles and toilet articles, of stoneware (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
69120085,"household articles and toilet articles, of earthenware or fine pottery (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
69120089,"household articles and toilet articles, of ceramics other than porcelain, china, common pottery, stoneware, earthenware or fine pottery (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
691200,"tableware, kitchenware, other household articles and toilet articles, of ceramics other than porcelain or china (excl. baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
69091100,"ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excl. refractory ceramic goods, electrical devices, insulators and other electrical insulating fittings)"
69091200,"ceramic articles having a hardness equivalent to >= 9 on the mohs scale, for chemical or other technical uses (excl. of porcelain or china, refractory ceramic goods, electrical devices, insulators and other electrical insulating fittings)"
69091900,"ceramic wares for chemical or other technical uses (excl. of porcelain or china, articles having a hardness equivalent to >= 9 on the mohs scale, millstones, polishing stones, grindstones and the like of heading6804, refractory ceramic goods, electrical devices, insulators and other electrical insulating fittings)"
69099000,"ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods (excl. general-purpose storage vessels for laboratories, containers for shops and household articles)"
69060000,"ceramic pipes, conduits, guttering and pipe fittings (excl. of siliceous fossil meals or similar siliceous earths, refractory ceramic goods, chimney liners, pipes specifically manufactured for laboratories, insulating tubing and fittings and other piping for electrotechnical purposes)"
69072100,"ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight <= 0,5 % (excl. refractory, mosaic cubes and finishing ceramics)"
69072200,"ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight > 0,5 % but <= 10 % (excl. refractory, mosaic cubes and finishing ceramics)"
69072300,"ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight > 10 % (excl. refractory, mosaic cubes and finishing ceramics)"
69073000,"ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ceramics)"
69074000,finishing ceramics (excl. refractory)
69051000,roofing tiles
69059000,"ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods (excl. of siliceous fossil meals or similar siliceous earths, refractory ceramic constructional components, pipes and other components for drainage and similar purposes, and roofing tiles)"
69131000,"statuettes and other ornamental articles of porcelain or china, n.e.s."
691390,"statuettes and other ornamental ceramic articles, n.e.s. (excl. of porcelain or china)"
69139010,"statuettes and other ornamental articles of common pottery, n.e.s."
69139093,"statuettes and other ornamental articles of earthenware or fine pottery, n.e.s."
69139098,"statuettes and other ornamental ceramic articles, n.e.s. (excl. of porcelain or china, common pottery, earthenware or fine pottery)"
69111000,"tableware and kitchenware, of porcelain or china (excl. ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
69119000,"household and toilet articles, of porcelain or china (excl. tableware and kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
69101000,"ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures of porcelain or china (excl. soap dishes, sponge holders, tooth-brush holders, towel hooks and toilet paper holders)"
69109000,"ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures (excl. of porcelain or china, soap dishes, sponge holders, tooth-brush holders, towel hooks and toilet paper holders)"
69141000,"ceramic articles of porcelain or china, n.e.s."
69149000,"ceramic articles, n.e.s. (excl. of porcelain or china)"
70133799,"drinking glasses, gathered mechanically (excl. glasses cut or otherwise decorated, or of glass ceramics, lead crystal or toughened glass and stemware)"
701341,"glassware of lead crystal, of a kind used for table or kitchen purposes (excl. articles of heading7018, drinking glasses, glass preserving jars ""sterilising jars"", vacuum flasks and other vacuum vessels)"
70134110,"glassware of lead crystal, of a kind used for table or kitchen purposes, gathered by hand (excl. articles of heading7018, drinking glasses, glass preserving jars ""sterilising jars"", vacuum flasks and other vacuum vessels)"
70134190,"glassware of lead crystal, of a kind used for table or kitchen purposes, gathered mechanically (excl. articles of heading7018, drinking glasses, glass preserving jars ""sterilising jars"", vacuum flasks and other vacuum vessels)"
70134200,"glassware for table or kitchen purposes of glass having a linear coefficient of expansion <= 5 x 10 -6 per kelvin within a temperature range of 0°c to 300°c (excl. glassware of glass ceramics or lead crystal, articles of heading7018, drinking glasses, glass preserving jars ""sterilising jars"", vacuum flasks and other vacuum vessels)"
701337,drinking glasses (excl. glasses of glass ceramics or of lead crystal and stemware)
70133710,drinking glasses of toughened glass (excl. stemware)
70133751,"drinking glasses, gathered by hand, cut or otherwise decorated (excl. glasses of glass ceramics, lead crystal or toughened glass and stemware)"
70133759,"drinking glasses, gathered by hand (excl. glasses cut or otherwise decorated, or of glass ceramics, lead crystal or toughened glass and stemware)"
70133791,"drinking glasses, gathered mechanically, cut or otherwise decorated (excl. glasses of glass ceramics, lead crystal or toughened glass and stemware)"
70133311,"drinking glasses of lead crystal, gathered by hand, cut or otherwise decorated (excl. stemware)"
70133319,"drinking glasses of lead crystal, gathered by hand (excl. cut or otherwise decorated and stemware)"
70133391,"drinking glasses of lead crystal, gathered mechanically, cut or otherwise decorated (excl. stemware)"
70133399,"drinking glasses of lead crystal, gathered mechanically (excl. cut or otherwise decorated and stemware)"
701322,"drinking glasses, stemware, of lead crystal"
70132210,"drinking glasses, stemware, of lead crystal, gathered by hand"
70132290,"drinking glasses of lead crystal, stemware, gathered mechanically"
701328,"drinking glasses, stemware (excl. of glass ceramics or of lead crystal)"
70131000,"glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (excl. goods of heading7018, cooking hobs, leaded lights and the like, lighting fittings and parts thereof, atomizers for perfume and the like)"
70132810,"drinking glasses, stemware, gathered by hand (excl. of glass ceramics or of lead crystal)"
70132890,"drinking glasses, stemware, gathered mechanically (excl. of glass ceramics or of lead crystal)"
701333,drinking glasses of lead crystal (excl. stemware)
701349,"glassware for table or kitchen purposes (excl. glass having a linear coefficient of expansion <= 5 x 10 -6 per kelvin within a temperature range of 0°c to 300°c, glassware of glass ceramics or lead crystal, articles of heading7018, drinking glasses, glass preserving jars ""sterilising jars"", vacuum flasks and other vacuum vessels)"
70134910,"glassware for table or kitchen purposes, of toughened glass (excl. glass having a linear coefficient of expansion <= 5 x 10 -6 per kelvin within a temperature range of 0 to 300°c, glassware of glass ceramics or lead crystal, articles of heading7018, drinking glasses, glass preserving jars ""sterilising jars"", vacuum flasks and other vacuum vessels)"
70134991,"glassware of a kind used for table or kitchen purposes, gathered by hand (excl. toughened glass and glass having a linear coefficient of expansion <= 5 x 10 -6 per kelvin within a temperature range of 0 to 300°c, glassware of glass ceramics or lead crystal, articles of heading7018, drinking glasses, glass preserving jars ""sterilising jars"", vacuum flasks and other vacuum vessels)"
70134999,"glassware of a kind used for table or kitchen purposes, gathered mechanically (excl. toughened glass and glass having a linear coefficient of expansion <= 5 x 10 -6 per kelvin within a temperature range of 0 to 300°c, glassware of glass ceramics or lead crystal, articles of heading7018, drinking glasses, glass preserving jars ""sterilising jars"", vacuum flasks and other vacuum vessels)"
701391,"glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar purposes (excl. glassware of a kind used for table or kitchen purposes, glassware of glass ceramics or lead crystal, articles of heading7018, mirrors, leaded lights and the like, lighting fittings and parts thereof, atomizers for perfume and the like)"
70139110,"glassware of lead crystal, of a kind used for toilet, office, indoor decoration or similar purposes, gathered by hand (excl. glassware of a kind used for table or kitchen purposes, drinking glasses, articles of heading7018, mirrors, leaded lights and the like, lighting fittings and parts thereof, atomizers for perfume and the like)"
70139190,"glassware of lead crystal, of a kind used for toilet, office, indoor decoration or similar purposes, gathered mechanically (excl. glassware of a kind used for table or kitchen purposes, articles of heading7018, mirrors, leaded lights and the like, lighting fittings and parts thereof, atomizers for perfume and the like)"
70139900,"glassware of a kind used for toilet, office, indoor decoration or similar purposes (excl. glassware of lead crystal or of a kind used for table or kitchen purposes, articles of heading7018, mirrors, leaded lights and the like, lighting fittings and parts thereof, atomizers for perfume and the like)"
700721,"laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other vehicles (excl. multiple-walled insulating units of glass)"
70072120,laminated safety glass of size and shape suitable for incorporation in motor vehicles (excl. multiple-walled insulating units)
70072180,"laminated safety glass of size and shape suitable for incorporation in aircraft, spacecraft, vessels or other vehicles (excl. for motor vehicles and multiple-walled insulating units)"
70072900,"laminated safety glass (excl. glass of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels or other vehicles, multiple-walled insulating units)"
700711,"toughened ""tempered"" safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other vehicles"
70071110,"toughened ""tempered"" safety glass, of size and shape suitable for incorporation in motor vehicles"
70071190,"toughened ""tempered"" safety glass, of size and shape suitable for incorporation in aircraft, spacecraft, vessels or other vehicles (excl. motor vehicles)"
700719,"toughened ""tempered"" safety glass (excl. glass of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other vehicles, and lenses for spectacles and goggles, etc., and for clocks and watches)"
70071910,"toughened ""tempered"" safety glass, enamelled"
70071920,"toughened ""tempered"" safety glass, coloured throughout the mass ""body tinted"", opacified, flashed or having an absorbent or reflecting layer (excl. glass of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other vehicles, and lenses for spectacles and goggles, etc., and for clocks and watches)"
70071980,"toughened ""tempered"" safety glass (excl. enamelled, coloured throughout the mass, opacified, flashed or with an absorbent or reflecting layer, glass of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels and other vehicles, and lenses for spectacles and goggles, etc., and for clocks and watches)"
700800,multiple-walled insulating units of glass
70080020,"multiple-walled insulating units of glass, coloured throughout the mass, opacified, flashed or having an absorbent or reflective layer"
70080081,"insulating units consisting of two panels of glass sealed around the edges by an airtight joint and separated by a layer of air, other gases or a vacuum (excl. coloured throughout the mass, opacified, flashed or having an absorbent or reflective layer)"
70080089,"multiple-walled insulating glass consisting of two panels of glass with an interlayer of glass fibre, and multiple-walled insulating glass consisting of three or more panels of glass (excl. coloured throughout the mass, opacified, flashed or having an absorbent or reflective layer)"
70109043,"bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of > 0,33 l but < 1 l"
70109045,"bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 0,15 l to 0,33 l"
70109047,"bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of < 0,15 l"
